id,name,account,num_nodes,run_time,submit_time,start_time,end_time,state,avg_cpu_usage,avg_gpu_usage,avg_ntx_usage,avg_nrx_usage,avg_node_power,max_node_power,energy
jid_1622444,69892.0,262.0,4,1,13712892,13910400,13910402,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,706.1224489795918
jid_1622444,69942.0,262.0,4,2,13712895,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622444,69935.0,262.0,4,2,13712895,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622444,69939.0,262.0,4,2,13712895,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622444,69998.0,262.0,4,2,13712896,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622444,69995.0,262.0,4,2,13712896,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622439,69894.0,262.0,4,2,13712919,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622439,69890.0,262.0,4,2,13712919,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622439,69908.0,262.0,4,2,13712920,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622439,69923.0,262.0,4,2,13712921,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622439,69995.0,262.0,4,2,13712922,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622439,69935.0,262.0,4,2,13712922,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69890.0,262.0,4,2,13712945,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69917.0,262.0,4,2,13712946,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69926.0,262.0,4,2,13712947,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69939.0,262.0,4,2,13712948,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69935.0,262.0,4,2,13712948,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69943.0,262.0,4,2,13712948,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69937.0,262.0,4,2,13712948,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622449,69933.0,262.0,4,2,13712948,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622442,69900.0,262.0,4,2,13712973,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622442,69922.0,262.0,4,2,13712973,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622442,69930.0,262.0,4,2,13712974,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
jid_1622442,70002.0,262.0,4,2,13712976,13910400,13910403,JobState.COMPLETED,1.0,0,0,0,176.53061224489795,176.53061224489795,1412.2448979591836
